	"output/RSEM/NGS128_S21.isoforms.results"	"output/RSEM/NGS130_S23.isoforms.results"
"CCDS18857.1|Mm108|chr4"	0.00	0.00
"CCDS18855.1|Mm108|chr4"	0.00	0.00
"CCDS18854.1|Mm108|chr4"	0.00	0.00
"CCDS25270.1|Mm108|chr11"	0.00	0.00
"CCDS35870.1|Mm108|chr10"	0.00	0.00
"CCDS78802.1|Mm108|chr10"	0.00	0.00
"CCDS27472.1|Mm108|chr15"	0.00	0.00
"CCDS49607.1|Mm108|chr15"	0.00	0.00
"CCDS70628.1|Mm108|chr15"	0.00	0.00
"CCDS70629.1|Mm108|chr15"	0.00	0.00
"CCDS28474.1|Mm108|chr17"	0.00	0.00
"CCDS37483.1|Mm108|chr17"	0.00	0.00
"CCDS70767.1|Mm108|chr17"	0.00	0.00
"CCDS39398.1|Mm108|chr5"	0.00	0.00
"CCDS38239.1|Mm108|chr2"	0.00	0.00
"CCDS15510.1|Mm108|chr1"	0.00	0.00
"CCDS87924.1|Mm108|chr1"	0.00	0.00
"CCDS48937.1|Mm108|chr11"	0.00	0.00
"CCDS83902.1|Mm108|chr11"	0.00	0.00
"CCDS83903.1|Mm108|chr11"	0.00	0.00
"CCDS25558.1|Mm108|chr11"	0.00	0.00
"CCDS25559.1|Mm108|chr11"	0.00	0.00
"CCDS79068.1|Mm108|chr11"	0.00	0.00
"CCDS79069.1|Mm108|chr11"	0.00	0.00
"CCDS20783.1|Mm108|chr7"	0.00	2753.00
"CCDS57752.1|Mm108|chrX"	0.00	0.00
"CCDS24782.1|Mm108|chr11"	0.00	0.00
"CCDS78957.1|Mm108|chr11"	0.00	0.00
"CCDS17946.1|Mm108|chr4"	0.00	0.00
"CCDS21143.1|Mm108|chr7"	0.00	0.00
"CCDS24882.1|Mm108|chr11"	0.00	0.00
"CCDS35663.1|Mm108|chr1"	0.00	0.00
"CCDS18978.1|Mm108|chr4"	0.00	0.00
"CCDS30263.1|Mm108|chrX"	0.00	0.00
"CCDS21386.1|Mm108|chr7"	0.00	0.00
"CCDS17643.1|Mm108|chr3"	0.00	0.00
"CCDS51006.1|Mm108|chr3"	0.00	0.00
"CCDS16444.1|Mm108|chr2"	0.00	0.00
"CCDS23720.1|Mm108|chr10"	0.00	0.00
"CCDS48510.1|Mm108|chr10"	0.00	0.00
"CCDS30047.1|Mm108|chrX"	0.00	0.00
"CCDS15491.1|Mm108|chr1"	0.00	0.00
"CCDS30464.1|Mm108|chrX"	0.00	0.00
"CCDS90763.1|Mm108|chrX"	0.00	0.00
"CCDS35701.1|Mm108|chr1"	0.00	0.00
"CCDS48349.1|Mm108|chr1"	0.00	0.00
"CCDS48350.1|Mm108|chr1"	0.00	0.00
"CCDS87871.1|Mm108|chr1"	0.00	0.00
"CCDS35955.1|Mm108|chr10"	0.00	0.00
"CCDS27786.1|Mm108|chr15"	0.00	0.00
"CCDS24960.1|Mm108|chr11"	0.00	0.00
"CCDS17364.1|Mm108|chr3"	0.00	0.00
"CCDS23875.1|Mm108|chr10"	0.00	0.00
"CCDS19073.1|Mm108|chr5"	0.00	0.00
"CCDS80203.1|Mm108|chr5"	0.00	0.00
"CCDS29815.1|Mm108|chr19"	0.00	0.00
"CCDS49115.1|Mm108|chr12"	0.00	0.00
"CCDS30339.1|Mm108|chrX"	0.00	0.00
"CCDS28782.1|Mm108|chr17"	0.00	0.00
"CCDS22816.1|Mm108|chr9"	0.00	0.00
"CCDS19085.1|Mm108|chr5"	0.00	0.00
"CCDS19086.1|Mm108|chr5"	0.00	0.00
"CCDS19084.1|Mm108|chr5"	0.00	0.00
"CCDS25280.1|Mm108|chr11"	0.00	0.00
"CCDS24121.1|Mm108|chr10"	0.00	0.00
"CCDS30497.1|Mm108|chrX"	0.00	0.00
"CCDS26496.1|Mm108|chr13"	0.00	0.00
"CCDS30323.1|Mm108|chrX"	0.00	0.00
"CCDS30324.1|Mm108|chrX"	0.00	0.00
"CCDS19701.1|Mm108|chr5"	0.00	0.00
"CCDS17698.1|Mm108|chr3"	0.00	0.00
"CCDS51029.1|Mm108|chr3"	0.00	0.00
"CCDS51030.1|Mm108|chr3"	0.00	0.00
"CCDS27635.1|Mm108|chr15"	0.00	0.00
"CCDS30522.1|Mm108|chrX"	0.00	0.00
"CCDS29011.1|Mm108|chr17"	0.00	0.00
"CCDS15260.1|Mm108|chr1"	0.00	0.00
"CCDS52371.1|Mm108|chr7"	0.00	0.00
"CCDS38409.1|Mm108|chr3"	0.00	0.00
"CCDS51380.1|Mm108|chr4"	0.00	0.00
"CCDS51381.1|Mm108|chr4"	0.00	0.00
"CCDS51382.1|Mm108|chr4"	0.00	0.00
"CCDS51383.1|Mm108|chr4"	0.00	0.00
"CCDS51384.1|Mm108|chr4"	0.00	0.00
"CCDS26740.1|Mm108|chr13"	0.00	0.00
"CCDS36769.1|Mm108|chr13"	0.00	0.00
"CCDS22381.1|Mm108|chr8"	0.00	0.00
"CCDS18509.1|Mm108|chr4"	0.00	0.00
"CCDS35601.1|Mm108|chr1"	0.00	0.00
"CCDS78600.1|Mm108|chr1"	0.00	0.00
"CCDS79520.1|Mm108|chr17"	0.00	0.00
"CCDS89050.1|Mm108|chr17"	0.00	0.00
"CCDS29976.1|Mm108|chrX"	0.00	0.00
"CCDS39469.1|Mm108|chr6"	0.00	0.00
"CCDS35994.1|Mm108|chr10"	0.00	0.00
"CCDS48643.1|Mm108|chr10"	0.00	0.00
"CCDS78865.1|Mm108|chr10"	0.00	0.00
"CCDS15712.1|Mm108|chr2"	0.00	0.00
"CCDS37940.1|Mm108|chr19"	0.00	0.00
"CCDS38542.1|Mm108|chr3"	0.00	0.00
"CCDS79980.1|Mm108|chr3"	0.00	0.00
"CCDS39731.1|Mm108|chr7"	0.00	0.00
"CCDS20728.1|Mm108|chr7"	0.00	0.00
"CCDS39730.1|Mm108|chr7"	0.00	0.00
"CCDS57033.1|Mm108|chr16"	0.00	0.00
"CCDS25052.1|Mm108|chr11"	0.00	0.00
"CCDS37883.1|Mm108|chr19"	0.00	0.00
"CCDS26556.1|Mm108|chr13"	0.00	0.00
"CCDS17830.1|Mm108|chr3"	0.00	0.00
"CCDS38630.1|Mm108|chr3"	0.00	0.00
"CCDS38631.1|Mm108|chr3"	0.00	0.00
"CCDS71316.1|Mm108|chr3"	0.00	0.00
"CCDS29872.1|Mm108|chr19"	0.00	0.00
"CCDS41070.1|Mm108|chrX"	0.00	0.00
"CCDS41071.1|Mm108|chrX"	0.00	0.00
"CCDS81157.1|Mm108|chrX"	0.00	0.00
"CCDS40659.1|Mm108|chr9"	0.00	0.00
"CCDS57681.1|Mm108|chr9"	0.00	0.00
"CCDS22463.1|Mm108|chr8"	0.00	0.00
"CCDS85574.1|Mm108|chr8"	0.00	0.00
"CCDS17906.1|Mm108|chr3"	0.00	0.00
"CCDS51090.1|Mm108|chr3"	0.00	0.00
"CCDS51091.1|Mm108|chr3"	0.00	0.00
"CCDS51092.1|Mm108|chr3"	0.00	0.00
"CCDS25573.1|Mm108|chr11"	0.00	0.00
"CCDS21815.1|Mm108|chr7"	0.00	0.00
"CCDS85402.1|Mm108|chr7"	0.00	0.00
"CCDS57470.1|Mm108|chr7"	0.00	0.00
"CCDS80649.1|Mm108|chr7"	0.00	0.00
"CCDS26895.1|Mm108|chr14"	0.00	0.00
"CCDS79285.1|Mm108|chr14"	0.00	0.00
"CCDS29008.1|Mm108|chr17"	0.00	0.00
"CCDS25976.1|Mm108|chr12"	0.00	0.00
"CCDS17289.2|Mm108|chr3"	0.00	0.00
"CCDS49059.1|Mm108|chr12"	0.00	0.00
"CCDS15682.1|Mm108|chr2"	0.00	0.00
"CCDS19026.1|Mm108|chr4"	0.00	0.00
"CCDS19027.1|Mm108|chr4"	0.00	0.00
"CCDS28485.1|Mm108|chr17"	0.00	0.00
"CCDS19487.1|Mm108|chr5"	0.00	0.00
"CCDS27723.1|Mm108|chr15"	0.00	0.00
"CCDS38383.1|Mm108|chr3"	0.00	0.00
"CCDS23854.1|Mm108|chr10"	0.00	0.00
"CCDS23855.1|Mm108|chr10"	0.00	0.00
"CCDS17014.1|Mm108|chr2"	0.00	0.00
"CCDS17489.1|Mm108|chr3"	0.00	0.00
"CCDS50957.1|Mm108|chr3"	0.00	0.00
"CCDS28608.1|Mm108|chr17"	0.00	0.00
"CCDS15322.1|Mm108|chr1"	0.00	0.00
"CCDS56874.1|Mm108|chr13"	0.00	0.00
"CCDS88428.1|Mm108|chr13"	0.00	0.00
"CCDS26393.1|Mm108|chr13"	0.00	0.00
"CCDS14806.1|Mm108|chr1"	0.00	0.00
"CCDS87810.1|Mm108|chr1"	0.00	0.00
"CCDS19592.1|Mm108|chr5"	0.00	0.00
"CCDS89977.1|Mm108|chr5"	0.00	0.00
"CCDS16059.1|Mm108|chr2"	0.00	0.00
"CCDS18831.1|Mm108|chr4"	0.00	0.00
"CCDS18833.1|Mm108|chr4"	0.00	0.00
"CCDS84811.1|Mm108|chr4"	0.00	0.00
"CCDS15352.1|Mm108|chr1"	0.00	0.00
"CCDS78700.1|Mm108|chr1"	0.00	0.00
"CCDS18834.1|Mm108|chr4"	0.00	0.00
"CCDS18359.1|Mm108|chr4"	0.00	0.00
"CCDS19761.1|Mm108|chr5"	0.00	0.00
"CCDS15219.1|Mm108|chr1"	0.00	0.00
"CCDS49163.1|Mm108|chr12"	0.00	0.00
"CCDS84000.1|Mm108|chr12"	0.00	0.00
"CCDS22183.1|Mm108|chr8"	0.00	0.00
"CCDS26858.1|Mm108|chr14"	0.00	0.00
"CCDS20950.1|Mm108|chr7"	0.00	0.00
"CCDS16787.1|Mm108|chr2"	0.00	0.00
"CCDS50729.1|Mm108|chr2"	0.00	0.00
"CCDS16582.1|Mm108|chr2"	0.00	0.00
"CCDS71117.1|Mm108|chr2"	0.00	0.00
"CCDS70925.1|Mm108|chr19"	0.00	0.00
"CCDS16788.1|Mm108|chr2"	0.00	2.00
"CCDS23607.1|Mm108|chr9"	0.00	0.00
"CCDS90679.1|Mm108|chr9"	0.00	0.00
"CCDS35616.1|Mm108|chr1"	0.00	0.00
"CCDS35617.1|Mm108|chr1"	0.00	0.00
"CCDS16996.1|Mm108|chr2"	0.00	0.00
"CCDS17275.1|Mm108|chr3"	0.00	0.00
"CCDS89617.1|Mm108|chr3"	0.00	0.00
"CCDS24953.1|Mm108|chr11"	0.00	0.00
"CCDS78979.1|Mm108|chr11"	0.00	0.00
"CCDS78980.1|Mm108|chr11"	0.00	0.00
"CCDS21025.1|Mm108|chr7"	0.00	0.00
"CCDS37113.1|Mm108|chr15"	0.00	0.00
"CCDS37114.1|Mm108|chr15"	0.00	0.00
"CCDS37115.1|Mm108|chr15"	0.00	0.00
"CCDS37116.1|Mm108|chr15"	0.00	0.00
"CCDS37117.2|Mm108|chr15"	0.00	0.00
"CCDS49644.1|Mm108|chr15"	0.00	0.00
"CCDS49645.1|Mm108|chr15"	0.00	0.00
"CCDS49646.1|Mm108|chr15"	0.00	0.00
"CCDS49647.1|Mm108|chr15"	0.00	0.00
"CCDS49648.1|Mm108|chr15"	0.00	0.00
"CCDS49649.1|Mm108|chr15"	0.00	0.00
"CCDS36596.1|Mm108|chr13"	0.00	0.00
"CCDS36595.1|Mm108|chr13"	0.00	0.00
"CCDS24282.1|Mm108|chr10"	0.00	0.00
"CCDS26405.1|Mm108|chr13"	0.00	0.00
"CCDS88432.1|Mm108|chr13"	0.00	0.00
"CCDS28390.1|Mm108|chr17"	0.00	0.00
"CCDS25046.1|Mm108|chr11"	0.00	0.00
"CCDS21812.1|Mm108|chr7"	0.00	0.00
"CCDS35899.1|Mm108|chr10"	0.00	0.00
"CCDS18924.1|Mm108|chr4"	0.00	0.00
"CCDS30424.1|Mm108|chrX"	0.00	0.00
"CCDS72436.1|Mm108|chrX"	0.00	0.00
"CCDS40842.1|Mm108|chrX"	0.00	0.00
"CCDS27276.1|Mm108|chr14"	0.00	0.00
"CCDS23405.1|Mm108|chr9"	0.00	0.00
"CCDS18081.1|Mm108|chr4"	0.00	0.00
"CCDS17063.1|Mm108|chr2"	0.00	0.00
"CCDS16925.1|Mm108|chr2"	0.00	0.00
"CCDS20344.1|Mm108|chr6"	0.00	0.00
"CCDS35827.1|Mm108|chr1"	0.00	0.00
"CCDS30228.1|Mm108|chrX"	0.00	0.00
"CCDS23239.1|Mm108|chr9"	0.00	0.00
"CCDS23240.2|Mm108|chr9"	0.00	0.00
"CCDS81007.1|Mm108|chr9"	0.00	0.00
"CCDS17236.1|Mm108|chr3"	0.00	0.00
"CCDS24837.1|Mm108|chr11"	0.00	0.00
"CCDS39375.1|Mm108|chr5"	0.00	0.00
"CCDS15427.1|Mm108|chr1"	0.00	0.00
"CCDS15428.1|Mm108|chr1"	0.00	0.00
"CCDS56651.1|Mm108|chr1"	0.00	0.00
"CCDS19316.1|Mm108|chr5"	0.00	0.00
"CCDS29514.1|Mm108|chr19"	0.00	0.00
"CCDS29931.1|Mm108|chr19"	0.00	0.00
"CCDS38030.1|Mm108|chr19"	0.00	0.00
"CCDS25347.1|Mm108|chr11"	0.00	0.00
"CCDS25933.1|Mm108|chr12"	3.00	73.00
"CCDS27029.1|Mm108|chr14"	0.00	0.00
"CCDS57021.1|Mm108|chr16"	0.00	0.00
"CCDS25213.1|Mm108|chr11"	0.00	0.00
"CCDS70275.1|Mm108|chr11"	0.00	0.00
"CCDS70276.1|Mm108|chr11"	0.00	0.00
"CCDS70277.1|Mm108|chr11"	0.00	0.00
"CCDS88214.1|Mm108|chr11"	0.00	0.00
"CCDS30272.1|Mm108|chrX"	0.00	0.00
"CCDS29485.1|Mm108|chr19"	0.00	0.00
"CCDS50362.1|Mm108|chr19"	0.00	0.00
"CCDS22181.1|Mm108|chr8"	0.00	0.00
"CCDS21210.1|Mm108|chr7"	0.00	0.00
"CCDS24407.1|Mm108|chr11"	0.00	0.00
"CCDS19525.1|Mm108|chr5"	0.00	0.00
"CCDS36463.1|Mm108|chr12"	0.00	0.00
"CCDS21382.1|Mm108|chr7"	0.00	0.00
"CCDS25785.1|Mm108|chr12"	0.00	0.00
"CCDS19898.1|Mm108|chr6"	0.00	0.00
"CCDS22253.1|Mm108|chr8"	0.00	0.00
"CCDS72114.1|Mm108|chr8"	0.00	0.00
"CCDS39318.1|Mm108|chr5"	0.00	0.00
"CCDS23176.1|Mm108|chr9"	0.00	0.00
"CCDS15444.1|Mm108|chr1"	0.00	0.00
"CCDS35760.1|Mm108|chr1"	0.00	0.00
"CCDS35761.1|Mm108|chr1"	0.00	0.00
"CCDS48430.1|Mm108|chr1"	0.00	0.00
"CCDS39834.1|Mm108|chr7"	0.00	0.00
"CCDS52143.1|Mm108|chr7"	0.00	0.00
"CCDS52144.1|Mm108|chr7"	0.00	0.00
"CCDS52145.1|Mm108|chr7"	0.00	0.00
"CCDS40596.1|Mm108|chr9"	0.00	0.00
"CCDS57296.1|Mm108|chr4"	0.00	0.00
"CCDS18005.1|Mm108|chr4"	0.00	0.00
"CCDS14917.1|Mm108|chr1"	0.00	0.00
"CCDS30355.1|Mm108|chrX"	0.00	0.00
"CCDS27319.1|Mm108|chr14"	0.00	0.00
"CCDS22429.1|Mm108|chr8"	0.00	0.00
"CCDS29212.1|Mm108|chr18"	0.00	0.00
"CCDS37600.1|Mm108|chr17"	0.00	0.00
"CCDS79411.1|Mm108|chr15"	0.00	0.00
"CCDS27783.1|Mm108|chr15"	0.00	0.00
"CCDS49712.1|Mm108|chr15"	0.00	0.00
"CCDS26776.1|Mm108|chr13"	0.00	0.00
"CCDS26777.1|Mm108|chr13"	0.00	0.00
"CCDS27721.1|Mm108|chr15"	0.00	0.00
"CCDS25341.1|Mm108|chr11"	0.00	0.00
"CCDS36300.1|Mm108|chr11"	0.00	0.00
"CCDS88244.1|Mm108|chr11"	0.00	0.00
"CCDS28575.1|Mm108|chr17"	0.00	0.00
"CCDS20439.1|Mm108|chr6"	0.00	0.00
"CCDS51876.1|Mm108|chr6"	0.00	0.00
"CCDS19282.1|Mm108|chr5"	0.00	0.00
"CCDS38298.1|Mm108|chr2"	0.00	0.00
"CCDS39151.1|Mm108|chr5"	0.00	0.00
"CCDS21691.1|Mm108|chr7"	0.00	0.00
"CCDS52356.1|Mm108|chr7"	0.00	0.00
"CCDS17061.1|Mm108|chr2"	0.00	0.00
"CCDS17062.1|Mm108|chr2"	0.00	0.00
"CCDS25872.1|Mm108|chr12"	0.00	0.00
"CCDS25873.1|Mm108|chr12"	0.00	0.00
"CCDS23301.1|Mm108|chr9"	0.00	0.00
"CCDS29252.1|Mm108|chr18"	0.00	0.00
"CCDS25701.1|Mm108|chr11"	0.00	0.00
"CCDS27932.1|Mm108|chr16"	0.00	1.00
"CCDS25970.1|Mm108|chr12"	0.00	0.00
"CCDS37710.1|Mm108|chr17"	0.00	0.00
"CCDS50199.1|Mm108|chr17"	0.00	0.00
"CCDS50200.1|Mm108|chr17"	0.00	0.00
"CCDS50201.1|Mm108|chr17"	0.00	0.00
"CCDS15487.1|Mm108|chr1"	0.00	0.00
"CCDS29421.1|Mm108|chr19"	0.00	0.00
"CCDS19193.1|Mm108|chr5"	0.00	0.00
"CCDS19643.1|Mm108|chr5"	0.00	0.00
"CCDS25344.1|Mm108|chr11"	0.00	0.00
"CCDS83889.1|Mm108|chr11"	0.00	0.00
"CCDS20169.1|Mm108|chr6"	0.00	0.00
"CCDS24666.1|Mm108|chr11"	0.00	0.00
"CCDS22233.1|Mm108|chr8"	0.00	0.00
"CCDS17860.1|Mm108|chr3"	0.00	0.00
"CCDS80027.1|Mm108|chr3"	0.00	0.00
"CCDS26846.1|Mm108|chr14"	0.00	0.00
"CCDS79266.1|Mm108|chr14"	0.00	0.00
"CCDS79267.1|Mm108|chr14"	0.00	0.00
"CCDS36968.1|Mm108|chr14"	0.00	0.00
"CCDS88703.1|Mm108|chr14"	0.00	0.00
"CCDS24448.1|Mm108|chr11"	0.00	0.00
"CCDS18179.1|Mm108|chr4"	0.00	0.00
"CCDS20859.1|Mm108|chr7"	0.00	0.00
"CCDS25053.1|Mm108|chr11"	0.00	0.00
"CCDS38870.1|Mm108|chr4"	0.00	0.00
"CCDS25486.1|Mm108|chr11"	0.00	0.00
"CCDS26933.1|Mm108|chr14"	0.00	0.00
"CCDS36206.1|Mm108|chr11"	0.00	0.00
"CCDS36207.1|Mm108|chr11"	0.00	0.00
"CCDS70233.1|Mm108|chr11"	0.00	0.00
"CCDS14960.1|Mm108|chr1"	0.00	0.00
"CCDS78585.1|Mm108|chr1"	0.00	0.00
"CCDS23826.1|Mm108|chr10"	0.00	0.00
"CCDS23889.1|Mm108|chr10"	0.00	0.00
"CCDS16198.1|Mm108|chr2"	0.00	0.00
"CCDS36086.1|Mm108|chr10"	0.00	0.00
"CCDS14862.1|Mm108|chr1"	0.00	0.00
"CCDS19598.1|Mm108|chr5"	0.00	0.00
"CCDS49724.1|Mm108|chr15"	0.00	0.00
"CCDS25583.1|Mm108|chr11"	0.00	0.00
"CCDS19803.1|Mm108|chr5"	0.00	0.00
"CCDS90004.1|Mm108|chr5"	0.00	0.00
"CCDS23536.1|Mm108|chr9"	0.00	0.00
"CCDS25869.1|Mm108|chr12"	0.00	0.00
"CCDS88324.1|Mm108|chr12"	0.00	0.00
"CCDS22918.1|Mm108|chr9"	0.00	0.00
"CCDS80967.1|Mm108|chr9"	0.00	0.00
"CCDS27978.1|Mm108|chr16"	0.00	0.00
"CCDS29745.1|Mm108|chr19"	0.00	0.00
"CCDS29746.1|Mm108|chr19"	0.00	0.00
"CCDS19459.1|Mm108|chr5"	0.00	0.00
"CCDS27741.1|Mm108|chr15"	0.00	0.00
"CCDS16446.1|Mm108|chr2"	0.00	0.00
"CCDS57180.1|Mm108|chr2"	0.00	0.00
"CCDS28980.1|Mm108|chr17"	0.00	0.00
"CCDS30248.1|Mm108|chrX"	0.00	0.00
"CCDS26389.1|Mm108|chr13"	0.00	0.00
"CCDS26409.1|Mm108|chr13"	0.00	0.00
"CCDS26395.1|Mm108|chr13"	0.00	0.00
"CCDS26398.1|Mm108|chr13"	0.00	0.00
"CCDS70441.1|Mm108|chr13"	0.00	0.00
"CCDS70442.1|Mm108|chr13"	0.00	0.00
"CCDS26403.1|Mm108|chr13"	0.00	0.00
"CCDS49224.1|Mm108|chr13"	0.00	0.00
"CCDS26404.1|Mm108|chr13"	0.00	0.00
"CCDS27377.1|Mm108|chr15"	0.00	0.00
"CCDS56975.1|Mm108|chr15"	0.00	0.00
"CCDS56976.1|Mm108|chr15"	0.00	0.00
"CCDS27956.1|Mm108|chr16"	0.00	0.00
"CCDS27955.1|Mm108|chr16"	0.00	0.00
"CCDS27954.1|Mm108|chr16"	0.00	0.00
"CCDS16766.1|Mm108|chr2"	0.00	0.00
"CCDS29116.1|Mm108|chr18"	0.00	0.00
"CCDS16954.1|Mm108|chr2"	0.00	0.00
"CCDS37278.1|Mm108|chr16"	0.00	0.00
"CCDS39082.1|Mm108|chr5"	0.00	0.00
"CCDS51491.1|Mm108|chr5"	0.00	0.00
"CCDS51492.1|Mm108|chr5"	0.00	0.00
"CCDS51493.1|Mm108|chr5"	0.00	0.00
"CCDS51494.1|Mm108|chr5"	0.00	0.00
"CCDS51495.1|Mm108|chr5"	0.00	0.00
"CCDS80275.1|Mm108|chr5"	0.00	0.00
"CCDS24643.1|Mm108|chr11"	0.00	0.00
"CCDS28263.1|Mm108|chr16"	0.00	0.00
"CCDS35822.1|Mm108|chr1"	0.00	2.00
"CCDS57460.1|Mm108|chr6"	0.00	0.00
"CCDS27813.1|Mm108|chr15"	0.00	0.00
"CCDS49727.1|Mm108|chr15"	0.00	0.00
"CCDS88838.1|Mm108|chr15"	0.00	0.00
"CCDS28844.1|Mm108|chr17"	0.00	0.00
"CCDS26448.1|Mm108|chr13"	0.00	0.00
"CCDS30439.1|Mm108|chrX"	0.00	0.00
"CCDS26119.1|Mm108|chr12"	0.00	0.00
"CCDS17817.1|Mm108|chr3"	0.00	0.00
"CCDS22948.1|Mm108|chr9"	0.00	0.00
"CCDS21184.2|Mm108|chr7"	0.00	0.00
"CCDS28280.1|Mm108|chr16"	0.00	0.00
"CCDS37380.1|Mm108|chr16"	0.00	0.00
"CCDS23993.1|Mm108|chr10"	0.00	0.00
"CCDS21023.1|Mm108|chr7"	0.00	0.00
"CCDS39849.1|Mm108|chr7"	0.00	0.00
"CCDS25317.1|Mm108|chr11"	0.00	0.00
"CCDS35911.1|Mm108|chr10"	0.00	0.00
"CCDS48567.1|Mm108|chr10"	0.00	0.00
"CCDS48568.1|Mm108|chr10"	0.00	0.00
"CCDS48997.1|Mm108|chr11"	0.00	0.00
"CCDS39184.1|Mm108|chr5"	0.00	0.00
"CCDS52249.1|Mm108|chr7"	0.00	0.00
"CCDS19845.1|Mm108|chr5"	0.00	0.00
"CCDS51691.1|Mm108|chr5"	0.00	0.00
"CCDS26030.1|Mm108|chr12"	0.00	0.00
"CCDS15567.1|Mm108|chr1"	0.00	0.00
"CCDS36602.1|Mm108|chr13"	0.00	0.00
"CCDS25961.1|Mm108|chr12"	0.00	0.00
"CCDS79119.1|Mm108|chr12"	0.00	0.00
"CCDS28411.1|Mm108|chr17"	0.00	0.00
"CCDS22621.1|Mm108|chr8"	0.00	0.00
"CCDS17597.1|Mm108|chr3"	0.00	0.00
"CCDS27095.1|Mm108|chr14"	0.00	0.00
"CCDS48836.1|Mm108|chr11"	0.00	0.00
"CCDS16010.1|Mm108|chr2"	0.00	0.00
"CCDS36522.1|Mm108|chr12"	0.00	0.00
"CCDS16423.1|Mm108|chr2"	0.00	0.00
"CCDS25448.1|Mm108|chr11"	0.00	0.00
"CCDS25553.1|Mm108|chr11"	0.00	0.00
"CCDS38541.1|Mm108|chr3"	0.00	0.00
"CCDS71287.1|Mm108|chr3"	0.00	0.00
"CCDS36931.1|Mm108|chr14"	0.00	0.00
"CCDS49494.1|Mm108|chr14"	0.00	0.00
"CCDS49495.1|Mm108|chr14"	0.00	0.00
"CCDS25463.1|Mm108|chr11"	0.00	0.00
"CCDS25086.1|Mm108|chr11"	0.00	0.00
"CCDS16923.1|Mm108|chr2"	0.00	0.00
"CCDS28922.1|Mm108|chr17"	0.00	0.00
"CCDS40645.1|Mm108|chr9"	0.00	0.00
"CCDS37868.1|Mm108|chr18"	0.00	0.00
"CCDS30080.1|Mm108|chrX"	0.00	0.00
"CCDS38899.1|Mm108|chr4"	0.00	0.00
"CCDS35969.1|Mm108|chr10"	0.00	0.00
"CCDS35970.1|Mm108|chr10"	0.00	0.00
"CCDS70064.1|Mm108|chr10"	0.00	0.00
"CCDS26592.1|Mm108|chr13"	0.00	0.00
"CCDS18526.1|Mm108|chr4"	0.00	0.00
"CCDS28840.1|Mm108|chr17"	0.00	0.00
"CCDS26612.1|Mm108|chr13"	0.00	0.00
"CCDS29753.1|Mm108|chr19"	0.00	0.00
"CCDS27148.1|Mm108|chr14"	0.00	0.00
"CCDS36539.1|Mm108|chr12"	0.00	0.00
"CCDS15691.1|Mm108|chr2"	0.00	0.00
"CCDS84471.1|Mm108|chr2"	0.00	0.00
"CCDS18241.1|Mm108|chr4"	0.00	0.00
"CCDS89757.1|Mm108|chr4"	0.00	0.00
"CCDS15715.1|Mm108|chr2"	0.00	0.00
"CCDS26252.1|Mm108|chr13"	0.00	0.00
"CCDS26971.1|Mm108|chr14"	0.00	0.00
"CCDS16736.1|Mm108|chr2"	0.00	0.00
"CCDS38074.1|Mm108|chr2"	0.00	0.00
"CCDS22738.1|Mm108|chr8"	0.00	0.00
"CCDS25319.2|Mm108|chr11"	0.00	0.00
"CCDS25048.1|Mm108|chr11"	0.00	0.00
"CCDS22458.1|Mm108|chr8"	0.00	0.00
"CCDS36302.1|Mm108|chr11"	0.00	0.00
"CCDS37777.1|Mm108|chr18"	0.00	0.00
"CCDS79615.1|Mm108|chr18"	0.00	0.00
"CCDS29166.1|Mm108|chr18"	0.00	0.00
"CCDS15826.1|Mm108|chr2"	0.00	0.00
"CCDS17268.1|Mm108|chr3"	0.00	0.00
"CCDS50874.1|Mm108|chr3"	0.00	0.00
"CCDS22284.1|Mm108|chr8"	0.00	0.00
"CCDS26972.1|Mm108|chr14"	0.00	0.00
"CCDS25714.1|Mm108|chr11"	0.00	0.00
"CCDS36391.1|Mm108|chr11"	0.00	0.00
"CCDS22297.1|Mm108|chr8"	0.00	0.00
"CCDS41018.1|Mm108|chrX"	0.00	0.00
"CCDS17932.1|Mm108|chr3"	0.00	0.00
"CCDS89716.1|Mm108|chr3"	0.00	0.00
"CCDS19031.1|Mm108|chr4"	0.00	0.00
"CCDS26906.1|Mm108|chr14"	0.00	0.00
"CCDS36021.1|Mm108|chr10"	0.00	0.00
"CCDS27365.1|Mm108|chr15"	0.00	0.00
"CCDS49575.1|Mm108|chr15"	0.00	1.00
"CCDS84169.1|Mm108|chr15"	0.00	0.00
"CCDS24780.1|Mm108|chr11"	0.00	0.00
"CCDS21018.1|Mm108|chr7"	0.00	0.00
"CCDS20402.1|Mm108|chr6"	0.00	0.00
"CCDS24753.1|Mm108|chr11"	0.00	0.00
"CCDS88163.1|Mm108|chr11"	0.00	0.00
"CCDS17487.1|Mm108|chr3"	0.00	0.00
"CCDS20015.1|Mm108|chr6"	0.00	0.00
"CCDS51751.1|Mm108|chr6"	0.00	0.00
"CCDS80524.1|Mm108|chr6"	0.00	0.00
"CCDS80525.1|Mm108|chr6"	0.00	0.00
"CCDS25195.1|Mm108|chr11"	0.00	0.00
"CCDS48873.1|Mm108|chr11"	0.00	0.00
"CCDS39448.1|Mm108|chr6"	0.00	0.00
"CCDS18633.1|Mm108|chr4"	0.00	0.00
"CCDS17913.1|Mm108|chr3"	0.00	0.00
"CCDS38318.1|Mm108|chr2"	0.00	0.00
