	"output/RSEM/NGS128_S21.genes.results"	"output/RSEM/NGS130_S23.genes.results"
"72267"	0.00	0.00
"72269"	0.00	0.00
"72273"	0.00	0.00
"72275"	0.00	0.00
"72277"	0.00	0.00
"72278"	0.00	0.00
"72281"	0.00	0.00
"72282"	0.00	0.00
"72284"	0.00	0.00
"72287"	0.00	0.00
"72290"	0.00	0.00
"72293"	0.00	0.00
"72296"	0.00	0.00
"72297"	0.00	0.00
"72301"	0.00	0.00
"72303"	0.00	0.00
"72306"	0.00	0.00
"72307"	0.00	0.00
"72308"	0.00	0.00
"72309"	0.00	0.00
"72310"	0.00	0.00
"72313"	0.00	0.00
"72315"	0.00	0.00
"72318"	0.00	0.00
"72320"	0.00	0.00
"72322"	0.00	0.00
"72323"	0.00	0.00
"72324"	0.00	0.00
"72325"	0.00	0.00
"72330"	0.00	0.00
"72333"	0.00	0.00
"72338"	0.00	0.00
"72341"	0.00	0.00
"72344"	0.00	0.00
"72345"	0.00	0.00
"72349"	0.00	0.00
"72350"	0.00	0.00
"72351"	0.00	0.00
"72354"	0.00	0.00
"72355"	0.00	0.00
"72357"	0.00	0.00
"72361"	0.00	0.00
"72368"	0.00	0.00
"72371"	0.00	0.00
"72373"	0.00	0.00
"72383"	0.00	0.00
"72388"	0.00	0.00
"72391"	0.00	0.00
"72392"	0.00	0.00
"72393"	0.00	0.00
"72397"	0.00	0.00
"72399"	0.00	0.00
"72400"	0.00	0.00
"72401"	0.00	0.00
"72404"	0.00	0.00
"72413"	0.00	0.00
"72415"	0.00	0.00
"72416"	0.00	0.00
"72421"	0.00	0.00
"72425"	0.00	0.00
"72429"	0.00	0.00
"72431"	0.00	0.00
"72432"	0.00	0.00
"72433"	0.00	0.00
"72434"	0.00	0.00
"72440"	0.00	0.00
"72446"	0.00	0.00
"72454"	0.00	0.00
"72459"	0.00	0.00
"72461"	0.00	0.00
"72462"	0.00	0.00
"72465"	0.00	0.00
"72469"	0.00	0.00
"72472"	0.00	0.00
"72475"	0.00	0.00
"72477"	0.00	0.00
"72479"	0.00	0.00
"72480"	0.00	0.00
"72482"	0.00	0.00
"72486"	0.00	0.00
"72500"	0.00	0.00
"72502"	0.00	0.00
"72503"	0.00	0.00
"72504"	0.00	0.00
"72507"	0.00	0.00
"72508"	0.00	0.00
"72512"	0.00	0.00
"72514"	0.00	0.00
"72515"	0.00	0.00
"72519"	0.00	0.00
"72522"	0.00	0.00
"72535"	0.00	0.00
"72536"	0.00	0.00
"72542"	0.00	0.00
"72543"	0.00	0.00
"72544"	0.00	0.00
"72549"	0.00	0.00
"72552"	0.00	0.00
"72554"	0.00	0.00
"72555"	0.00	0.00
"72556"	0.00	0.00
"72560"	0.00	0.00
"72562"	0.00	0.00
"72565"	0.00	0.00
"72567"	0.00	0.00
"72568"	0.00	0.00
"72569"	0.00	0.00
"72572"	0.00	0.00
"72580"	0.00	0.00
"72584"	0.00	0.00
"72585"	0.00	0.00
"72587"	0.00	0.00
"72590"	0.00	0.00
"72599"	0.00	0.00
"72605"	0.00	0.00
"72607"	0.00	0.00
"72611"	0.00	0.00
"72612"	0.00	0.00
"72614"	0.00	0.00
"72615"	0.00	0.00
"72621"	0.00	0.00
"72630"	0.00	0.00
"72632"	0.00	0.00
"72634"	0.00	0.00
"72635"	0.00	0.00
"72649"	0.00	0.00
"72650"	0.00	0.00
"72654"	0.00	0.00
"72656"	0.00	0.00
"72657"	0.00	0.00
"72658"	0.00	0.00
"72661"	0.00	0.00
"72662"	0.00	0.00
"72667"	0.00	0.00
"72668"	0.00	0.00
"72672"	0.00	0.00
"72674"	0.00	0.00
"72685"	0.00	0.00
"72690"	0.00	0.00
"72691"	0.00	0.00
"72692"	0.00	0.00
"72693"	0.00	0.00
"72699"	0.00	0.00
"72701"	0.00	0.00
"72709"	0.00	0.00
"72713"	0.00	0.00
"72720"	0.00	0.00
"72722"	0.00	0.00
"72723"	0.00	0.00
"72726"	0.00	0.00
"72727"	0.00	0.00
"72729"	0.00	0.00
"72736"	0.00	0.00
"72739"	0.00	0.00
"72745"	0.00	0.00
"72747"	0.00	0.00
"72748"	0.00	0.00
"72749"	0.00	0.00
"72750"	0.00	0.00
"72754"	0.00	0.00
"72759"	0.00	0.00
"72772"	0.00	0.00
"72774"	0.00	0.00
"72775"	0.00	0.00
"72776"	0.00	0.00
"72778"	0.00	0.00
"72780"	0.00	0.00
"72787"	0.00	0.00
"72789"	0.00	0.00
"72792"	0.00	0.00
"72795"	0.00	0.00
"72805"	0.00	0.00
"72807"	0.00	0.00
"72821"	0.00	0.00
"72823"	0.00	0.00
"72825"	0.00	0.00
"72826"	0.00	0.00
"72828"	0.00	0.00
"72831"	0.00	0.00
"72832"	0.00	0.00
"72836"	0.00	0.00
"72843"	0.00	0.00
"72844"	0.00	0.00
"72852"	0.00	0.00
"72865"	0.00	0.00
"72873"	0.00	0.00
"72881"	0.00	0.00
"72886"	0.00	0.00
"72891"	0.00	0.00
"72895"	0.00	0.00
"72898"	0.00	0.00
"72899"	0.00	0.00
"72900"	0.00	0.00
"72902"	0.00	0.00
"72925"	0.00	0.00
"72927"	0.00	0.00
"72930"	0.00	0.00
"72931"	0.00	0.00
"72935"	0.00	0.00
"72938"	0.00	0.00
"72946"	0.00	0.00
"72947"	0.00	0.00
"72948"	0.00	0.00
"72949"	0.00	0.00
"72958"	0.00	0.00
"72960"	0.00	0.00
"72961"	0.00	0.00
"72962"	0.00	0.00
"72972"	0.00	0.00
"72973"	0.00	0.00
"72978"	0.00	0.00
"72981"	0.00	0.00
"72982"	0.00	0.00
"72993"	0.00	0.00
"72999"	0.00	0.00
"73010"	0.00	0.00
"73016"	0.00	0.00
"73024"	0.00	0.00
"73032"	0.00	0.00
"73046"	0.00	0.00
"73047"	0.00	0.00
"73061"	0.00	0.00
"73062"	0.00	0.00
"73067"	0.00	0.00
"73068"	0.00	0.00
"73072"	6.00	0.00
"73075"	0.00	0.00
"73078"	0.00	0.00
"73086"	0.00	0.00
"73090"	0.00	0.00
"73094"	0.00	0.00
"73095"	0.00	0.00
"73102"	0.00	0.00
"73103"	0.00	0.00
"73106"	0.00	0.00
"73112"	0.00	0.00
"73121"	0.00	0.00
"73122"	0.00	0.00
"73124"	0.00	0.00
"73130"	0.00	0.00
"73132"	0.00	0.00
"73137"	0.00	0.00
"73139"	0.00	0.00
"73149"	0.00	0.00
"73158"	0.00	0.00
"73162"	0.00	0.00
"73166"	0.00	0.00
"73167"	0.00	0.00
"73172"	0.00	0.00
"73173"	0.00	0.00
"73174"	0.00	0.00
"73176"	0.00	0.00
"73178"	0.00	0.00
"73181"	0.00	0.00
"73182"	0.00	0.00
"73191"	0.00	0.00
"73192"	0.00	0.00
"73205"	0.00	0.00
"73212"	0.00	0.00
"73218"	0.00	0.00
"73225"	0.00	0.00
"73229"	0.00	0.00
"73230"	0.00	0.00
"73233"	0.00	0.00
"73234"	0.00	0.00
"73242"	0.00	0.00
"73244"	0.00	0.00
"73246"	0.00	0.00
"73247"	0.00	0.00
"73250"	0.00	0.00
"73251"	0.00	0.00
"73254"	0.00	0.00
"73259"	0.00	0.00
"73261"	0.00	0.00
"73274"	0.00	0.00
"73284"	0.00	0.00
"73287"	0.00	0.00
"73288"	0.00	0.00
"73293"	0.00	0.00
"73296"	0.00	0.00
"73300"	0.00	0.00
"73301"	0.00	0.00
"73314"	0.00	0.00
"73316"	0.00	0.00
"73318"	0.00	0.00
"73324"	0.00	0.00
"73327"	0.00	0.00
"73332"	0.00	0.00
"73333"	0.00	0.00
"73336"	0.00	0.00
"73338"	0.00	0.00
"73340"	0.00	0.00
"73341"	0.00	0.00
"73344"	0.00	0.00
"73347"	0.00	0.00
"73353"	0.00	0.00
"73360"	0.00	0.00
"73363"	0.00	0.00
"73368"	0.00	0.00
"73373"	0.00	0.00
"73376"	0.00	0.00
"73379"	0.00	0.00
"73381"	0.00	0.00
"73382"	0.00	0.00
"73385"	0.00	12.50
"73388"	0.00	0.00
"73389"	0.00	0.00
"73390"	0.00	0.00
"73398"	0.00	0.00
"73407"	0.00	0.00
"73412"	0.00	0.00
"73419"	0.00	0.00
"73420"	0.00	0.00
"73422"	0.00	0.00
"73430"	0.00	0.00
"73435"	0.00	0.00
"73442"	0.00	0.00
"73447"	0.00	0.00
"73449"	0.00	0.00
"73451"	0.00	0.00
"73453"	0.00	0.00
"73456"	0.00	0.00
"73458"	0.00	0.00
"73463"	0.00	0.00
"73466"	0.00	0.00
"73467"	0.00	0.00
"73469"	0.00	0.00
"73470"	0.00	0.00
"73472"	0.00	0.00
"73473"	0.00	0.00
"73481"	0.00	0.00
"73490"	0.00	0.00
"73495"	0.00	0.00
"73503"	0.00	0.00
"73523"	0.00	0.00
"73526"	0.00	0.00
"73532"	0.00	0.00
"73542"	0.00	0.00
"73545"	0.00	0.00
"73547"	0.00	0.00
"73569"	0.00	0.00
"73582"	0.00	0.00
"73598"	0.00	0.00
"73603"	0.00	0.00
"73608"	0.00	0.00
"73610"	0.00	0.00
"73614"	0.00	0.00
"73626"	0.00	0.00
"73634"	0.00	0.00
"73635"	0.00	0.00
"73647"	0.00	0.00
"73649"	0.00	0.00
"73656"	0.00	0.00
"73658"	0.00	0.00
"73660"	0.00	0.00
"73666"	0.00	0.00
"73667"	0.00	0.00
"73668"	0.00	0.00
"73670"	0.00	0.00
"73671"	0.00	0.00
"73673"	0.00	0.00
"73674"	0.00	0.00
"73677"	0.00	0.00
"73679"	0.00	0.00
"73680"	0.00	0.00
"73681"	0.00	0.00
"73683"	0.00	0.00
"73689"	0.00	0.00
"73690"	0.00	0.00
"73692"	0.00	0.00
"73693"	0.00	0.00
"73694"	0.00	0.00
"73699"	0.00	0.00
"73703"	0.00	0.00
"73707"	0.00	0.00
"73708"	0.00	0.00
"73710"	0.00	0.00
"73711"	0.00	0.00
"73712"	0.00	0.00
"73713"	0.00	0.00
"73719"	0.00	0.00
"73720"	0.00	0.00
"73721"	0.00	0.00
"73722"	0.00	0.00
"73723"	0.00	0.00
"73724"	0.00	0.00
"73728"	0.00	0.00
"73729"	0.00	0.00
"73730"	0.00	0.00
"73736"	0.00	0.00
"73737"	0.00	0.00
"73738"	0.00	0.00
"73739"	0.00	0.00
"73744"	0.00	0.00
"73747"	0.00	0.00
"73748"	0.00	0.00
"73750"	0.00	0.00
"73754"	0.00	0.00
"73779"	0.00	0.00
"73804"	0.00	0.00
"73808"	0.00	0.00
"73809"	0.00	0.00
"73813"	0.00	0.00
"73822"	0.00	0.00
"73825"	0.00	0.00
"73826"	0.00	0.00
"73827"	0.00	0.00
"73828"	0.00	0.00
"73830"	0.00	0.00
"73833"	0.00	0.00
"73834"	0.00	0.00
"73835"	0.00	0.00
"73836"	0.00	0.00
"73844"	0.00	0.00
"73845"	0.00	0.00
"73847"	0.00	0.00
"73852"	0.00	0.00
"73862"	0.00	0.00
"73863"	0.00	0.00
"73866"	0.00	0.00
"73873"	0.00	0.00
"73884"	0.00	0.00
"73893"	0.00	0.00
"73902"	0.00	0.00
"73910"	0.00	0.00
"73914"	0.00	0.00
"73916"	0.00	0.00
"73919"	0.00	0.00
"73934"	0.00	0.00
"73936"	0.00	0.00
"73940"	0.00	0.00
"73942"	0.00	0.00
"73945"	0.00	0.00
"73988"	0.00	0.00
"73991"	0.00	0.00
"73998"	0.00	0.00
"74002"	0.00	0.00
"74006"	0.00	0.00
"74007"	0.00	0.00
"74008"	0.00	0.00
"74011"	0.00	0.00
"74012"	0.00	0.00
"74013"	0.00	0.00
"74015"	0.00	0.00
"74016"	0.00	0.00
"74018"	0.00	0.00
"74019"	0.00	0.00
"74020"	0.00	0.00
"74022"	0.00	0.00
"74023"	0.00	0.00
"74025"	0.00	0.00
"74026"	0.00	0.00
"74030"	0.00	0.00
"74032"	0.00	0.00
"74035"	0.00	0.00
"74039"	0.00	0.00
"74041"	0.00	0.00
"74043"	0.00	0.00
"74044"	0.00	0.00
"74048"	0.00	0.00
"74051"	0.00	0.00
"74052"	0.00	0.00
"74053"	0.00	0.00
"74054"	0.00	0.00
"74055"	0.00	0.00
"74068"	0.00	0.00
"74069"	0.00	0.00
"74071"	0.00	0.00
"74075"	0.00	0.00
"74080"	0.00	0.00
"74081"	0.00	0.00
"74087"	0.00	0.00
"74088"	0.00	0.00
"74090"	0.00	0.00
"74091"	0.00	0.00
"74094"	0.00	0.00
"74096"	0.00	0.00
"74097"	0.00	0.00
"74098"	0.00	0.00
"74100"	0.00	0.00
"74102"	0.00	0.00
"74103"	0.00	0.00
"74104"	0.00	0.00
"74105"	0.00	0.00
"74106"	0.00	0.00
"74107"	0.00	0.00
"74108"	0.00	0.00
"74111"	0.00	0.00
"74112"	0.00	0.00
"74114"	0.00	0.00
"74116"	0.00	0.00
"74117"	0.00	0.00
"74120"	0.00	0.00
"74121"	0.00	0.00
"74122"	0.00	0.00
"74123"	0.00	0.00
"74125"	0.00	0.00
"74126"	0.00	0.00
"74127"	0.00	0.00
"74129"	0.00	0.00
"74131"	0.00	0.00
"74132"	0.00	0.00
"74133"	0.00	0.00
"74134"	0.00	0.00
"74136"	0.00	0.00
"74137"	0.00	0.00
"74140"	0.00	0.00
"74142"	0.00	0.00
"74143"	0.00	0.00
"74145"	0.00	0.00
"74147"	0.00	0.00
"74148"	0.00	0.00
"74149"	0.00	0.00
"74150"	0.00	0.00
"74152"	0.00	0.00
"74153"	0.00	0.00
"74154"	0.00	0.00
"74155"	0.00	0.00
"74156"	0.00	0.00
"74157"	0.00	0.00
"74158"	0.00	0.00
"74159"	0.00	0.00
"74164"	2.00	0.00
"74165"	0.00	0.00
"74166"	0.00	0.00
"74167"	0.00	0.00
"74168"	0.00	0.00
"74174"	0.00	0.00
"74175"	0.00	0.00
"74176"	0.00	0.00
"74178"	0.00	0.00
"74180"	0.00	0.00
"74182"	0.00	0.00
"74183"	0.00	0.00
"74186"	0.00	0.00
"74187"	0.00	0.00
"74188"	0.00	0.00
"74189"	0.00	0.00
"74190"	0.00	0.00
"74191"	0.00	0.00
"74192"	0.00	0.00
"74194"	0.00	0.00
"74195"	0.00	0.00
"74196"	0.00	0.00
"74197"	0.00	0.00
"74198"	0.00	0.00
"74199"	0.00	0.00
"74200"	0.00	0.00
"74201"	0.00	0.00
"74202"	0.00	0.00
"74203"	0.00	0.00
"74204"	0.00	0.00
"74205"	0.00	0.00
"74206"	0.00	0.00
"74211"	0.00	0.00
"74213"	0.00	0.00
"74218"	0.00	0.00
"74221"	0.00	0.00
"74222"	0.00	0.00
"74229"	0.00	0.00
"74230"	0.00	0.00
"74237"	0.00	0.00
"74238"	0.00	0.00
"74239"	0.00	0.00
"74241"	0.00	0.00
"74243"	0.00	0.00
"74244"	0.00	0.00
"74245"	0.00	0.00
"74246"	0.00	0.00
"74249"	0.00	0.00
"74251"	0.00	0.00
"74252"	0.00	0.00
"74253"	0.00	0.00
"74254"	0.00	0.00
"74255"	0.00	0.00
"74256"	0.00	0.00
"74257"	0.00	0.00
"74264"	0.00	0.00
"74267"	0.00	0.00
"74268"	0.00	0.00
"74270"	0.00	0.00
"74271"	0.00	0.00
"74276"	0.00	0.00
"74277"	0.00	0.00
"74279"	0.00	0.00
"74281"	0.00	0.00
"74286"	0.00	0.00
"74287"	0.00	0.00
"74288"	0.00	0.00
"74297"	0.00	0.00
"74302"	0.00	0.00
"74306"	0.00	0.00
"74307"	0.00	0.00
"74309"	0.00	0.00
"74315"	0.00	0.00
"74316"	0.00	0.00
"74318"	0.00	0.00
"74319"	0.00	0.00
"74320"	0.00	0.00
"74322"	0.00	0.00
"74325"	0.00	0.00
"74326"	0.00	0.00
"74330"	0.00	0.00
"74335"	0.00	0.00
"74337"	0.00	0.00
"74338"	0.00	0.00
"74340"	0.00	0.00
"74342"	0.00	0.00
"74343"	0.00	0.00
"74347"	0.00	0.00
"74349"	0.00	0.00
"74351"	0.00	0.00
"74352"	0.00	0.00
"74354"	0.00	0.00
"74355"	0.00	0.00
"74356"	0.00	0.00
"74359"	0.00	0.00
"74360"	0.00	0.00
"74361"	0.00	0.00
"74362"	0.00	0.00
"74365"	0.00	0.00
"74369"	0.00	0.00
"74370"	0.00	0.00
"74374"	0.00	0.00
"74375"	0.00	0.00
"74376"	0.00	0.00
"74377"	0.00	0.00
"74383"	0.00	0.00
"74385"	0.00	0.00
"74386"	0.00	0.00
"74388"	0.00	0.00
"74392"	0.00	0.00
"74393"	0.00	0.00
"74400"	0.00	0.00
"74401"	0.00	0.00
"74405"	0.00	0.00
"74407"	0.00	0.00
"74409"	0.00	0.00
"74410"	0.00	0.00
"74411"	0.00	0.00
"74412"	0.00	0.00
"74413"	0.00	0.00
"74414"	0.00	0.00
"74419"	0.00	0.00
"74424"	0.00	0.00
"74426"	0.00	0.00
"74427"	0.00	0.00
"74430"	0.00	0.00
"74434"	0.00	0.00
"74435"	0.00	0.00
"74437"	0.00	0.00
"74438"	0.00	0.00
"74440"	0.00	0.00
"74441"	0.00	0.00
"74442"	0.00	0.00
"74443"	0.00	0.00
"74446"	0.00	0.00
"74448"	0.00	0.00
"74450"	0.00	0.00
"74451"	0.00	0.00
"74453"	0.00	0.00
"74455"	0.00	0.00
"74463"	0.00	0.00
"74464"	0.00	0.00
"74466"	0.00	0.00
"74467"	0.00	0.00
"74468"	0.00	0.00
"74469"	0.00	0.00
"74470"	0.00	0.00
"74472"	0.00	0.00
"74477"	0.00	0.00
"74478"	0.00	0.00
"74479"	0.00	0.00
"74480"	0.00	0.00
"74481"	0.00	0.00
"74484"	0.00	0.00
"74485"	0.00	0.00
"74486"	0.00	0.00
"74488"	0.00	0.00
"74490"	0.00	0.00
"74492"	0.00	0.00
"74493"	0.00	0.00
"74498"	0.00	0.00
"74499"	0.00	0.00
"74504"	0.00	0.00
"74511"	0.00	0.00
"74513"	0.00	0.00
"74519"	0.00	0.00
"74521"	0.00	0.00
"74522"	0.00	0.00
"74525"	0.00	0.00
"74528"	0.00	0.00
"74533"	0.00	0.00
"74548"	0.00	0.00
"74549"	0.00	0.00
"74551"	0.00	0.00
"74552"	0.00	0.00
"74556"	0.00	0.00
"74558"	0.00	0.00
"74559"	0.00	0.00
"74561"	0.00	0.00
"74563"	0.00	0.00
"74568"	0.00	0.00
"74569"	0.00	0.00
"74570"	0.00	0.00
"74571"	0.00	0.00
"74574"	0.00	0.00
"74577"	0.00	0.00
"74580"	0.00	0.00
"74585"	0.00	0.00
"74589"	0.00	0.00
"74591"	0.00	0.00
"74596"	0.00	0.00
"74600"	0.00	0.00
"74603"	0.00	0.00
"74610"	0.00	0.00
"74614"	0.00	0.00
"74616"	0.00	0.00
"74617"	0.00	0.00
"74626"	0.00	0.00
"74637"	0.00	0.00
"74645"	0.00	0.00
"74646"	0.00	0.00
"74648"	0.00	0.00
"74649"	0.00	0.00
"74653"	0.00	0.00
"74663"	0.00	0.00
"74665"	0.00	0.00
"74666"	0.00	0.00
"74670"	0.00	0.00
"74673"	0.00	0.00
"74675"	0.00	0.00
"74682"	0.00	0.00
"74685"	0.00	0.00
"74686"	0.00	0.00
"74691"	0.00	0.00
"74694"	0.00	0.00
"74703"	0.00	0.00
"74708"	0.00	0.00
"74711"	0.00	0.00
"74716"	0.00	0.00
"74717"	0.00	0.00
"74718"	0.00	0.00
"74720"	0.00	0.00
"74729"	0.00	0.00
"74732"	0.00	0.00
"74734"	0.00	0.00
"74735"	0.00	0.00
"74737"	0.00	0.00
"74741"	0.00	0.00
"74747"	0.00	0.00
"74748"	0.00	0.00
"74753"	0.00	0.00
"74754"	0.00	0.00
"74760"	0.00	0.00
"74761"	0.00	0.00
"74762"	0.00	0.00
"74763"	0.00	0.00
"74764"	0.00	0.00
"74766"	0.00	0.00
"74769"	0.00	0.00
"74770"	0.00	0.00
"74772"	0.00	0.00
"74775"	0.00	0.00
"74776"	0.00	0.00
"74777"	0.00	0.00
"74778"	0.00	0.00
"74781"	0.00	0.00
"74782"	0.00	0.00
"74838"	0.00	0.00
"74840"	0.00	0.00
"74841"	0.00	0.00
"74843"	0.00	0.00
"74847"	0.00	0.00
"74854"	0.00	0.00
"74855"	0.00	0.00
"74868"	0.00	0.00
"74890"	0.00	0.00
"74892"	0.00	0.00
"74895"	0.00	0.00
"74901"	0.00	0.00
"74910"	0.00	0.00
"74914"	0.00	0.00
"74915"	0.00	0.00
"74918"	0.00	0.00
"74919"	0.00	0.00
"74934"	0.00	0.00
"74954"	0.00	0.00
"74978"	0.00	0.00
"74987"	0.00	0.00
"74996"	0.00	0.00
"74998"	0.00	0.00
"75002"	0.00	0.00
"75007"	0.00	0.00
"75010"	0.00	0.00
"75013"	0.00	0.00
"75015"	0.00	0.00
"75019"	0.00	0.00
"75029"	0.00	0.00
"75033"	0.00	0.00
"75040"	0.00	0.00
"75050"	0.00	0.00
"75051"	0.00	0.00
"75062"	0.00	0.00
"75064"	0.00	0.00
"75071"	0.00	0.00
"75079"	0.00	0.00
"75083"	0.00	0.00
"75087"	0.00	0.00
"75089"	0.00	0.00
"75097"	0.00	0.00
"75099"	0.00	0.00
"75104"	0.00	0.00
"75122"	0.00	0.00
"75124"	0.00	0.00
"75125"	0.00	0.00
"75137"	0.00	0.00
"75140"	0.00	0.00
"75141"	0.00	0.00
"75146"	0.00	0.00
"75172"	0.00	0.00
"75173"	0.00	0.00
"75178"	0.00	0.00
"75180"	0.00	0.00
"75185"	0.00	0.00
"751864"	0.00	0.00
"751865"	0.00	0.00
"75196"	0.00	0.00
"75199"	0.00	0.00
"75202"	0.00	0.00
"75209"	0.00	0.00
"75210"	0.00	0.00
"75212"	0.00	0.00
"75216"	0.00	0.00
"75219"	0.00	0.00
"75221"	0.00	0.00
"75234"	0.00	0.00
"75258"	0.00	0.00
"75266"	0.00	0.00
"75269"	0.00	0.00
"75272"	0.00	0.00
"75273"	0.00	0.00
"75275"	0.00	0.00
"75276"	0.00	0.00
"75284"	0.00	0.00
"75288"	0.00	0.00
"75291"	0.00	0.00
"75292"	0.00	0.00
"75296"	0.00	0.00
"75304"	0.00	0.00
"75305"	0.00	0.00
"75311"	0.00	0.00
"75316"	0.00	0.00
"75317"	0.00	0.00
"75320"	0.00	0.00
"75328"	0.00	0.00
"75329"	0.00	0.00
"75338"	0.00	0.00
"75339"	0.00	0.00
"75345"	0.00	0.00
"75352"	0.00	0.00
"75368"	0.00	0.00
"75387"	0.00	0.00
"75388"	0.00	0.00
"75396"	0.00	0.00
"75398"	0.00	0.00
"75400"	0.00	0.00
"75404"	0.00	0.00
"75406"	0.00	0.00
"75409"	0.00	0.00
"75410"	0.00	0.00
"75415"	0.00	0.00
"75416"	0.00	0.00
"75420"	0.00	0.00
"75422"	0.00	0.00
"75423"	0.00	0.00
"75424"	0.00	0.00
"75425"	0.00	0.00
"75426"	0.00	0.00
"75429"	0.00	0.00
"75430"	0.00	0.00
"75434"	0.00	0.00
"75437"	0.00	0.00
"75439"	0.00	0.00
"75444"	0.00	0.00
"75452"	0.00	0.00
"75453"	0.00	0.00
"75454"	0.00	0.00
"75456"	0.00	0.00
"75458"	0.00	0.00
"75459"	0.00	0.00
"75462"	0.00	0.00
"75465"	0.00	0.00
"75467"	0.00	0.00
"75469"	0.00	0.00
"75470"	0.00	0.00
"75471"	0.00	0.00
"75472"	0.00	0.00
"75475"	0.00	0.00
"75477"	0.00	0.00
"75480"	0.00	0.00
"75482"	0.00	0.00
"75483"	0.00	0.00
"75485"	0.00	0.00
"75495"	0.00	0.00
"75497"	0.00	0.00
"75502"	0.00	0.00
"75504"	0.00	0.00
"75507"	0.00	0.00
"75509"	0.00	0.00
"75510"	0.00	0.00
"75512"	0.00	0.00
"75514"	0.00	0.00
"75516"	0.00	0.00
"75524"	0.00	0.00
"75526"	0.00	0.00
"75528"	0.00	0.00
"75530"	0.00	0.00
"75533"	0.00	0.00
"75538"	0.00	0.00
"75540"	0.00	0.00
"75541"	0.00	0.00
"75547"	0.00	0.00
"75552"	0.00	0.00
"75553"	0.00	0.00
"75555"	0.00	0.00
"75556"	0.00	0.00
"75558"	0.00	0.00
"75560"	0.00	0.00
"75563"	0.00	0.00
"75564"	0.00	0.00
"75565"	0.00	0.00
"75568"	0.00	0.00
"75571"	0.00	0.00
"75572"	0.00	0.00
"75573"	0.00	0.00
"75577"	0.00	0.00
"75578"	0.00	0.00
"75580"	0.00	0.00
"75581"	0.00	0.00
"75586"	0.00	0.00
"75590"	0.00	0.00
"75593"	0.00	0.00
"75596"	0.00	0.00
"75597"	0.00	0.00
"75599"	0.00	0.00
"75600"	0.00	0.00
"75604"	0.00	0.00
"75605"	0.00	0.00
"75607"	0.00	0.00
"75608"	712.00	1065.00
"75610"	0.00	0.00
"75612"	0.00	0.00
"75613"	0.00	0.00
"75616"	0.00	0.00
"75617"	0.00	0.00
"75619"	0.00	0.00
"75620"	0.00	0.00
"75622"	0.00	0.00
"75623"	0.00	0.00
"75624"	0.00	0.00
"75625"	0.00	0.00
"75627"	0.00	0.00
"75641"	0.00	0.00
"75642"	0.00	0.00
"75645"	0.00	0.00
"75646"	0.00	0.00
"75647"	0.00	0.00
"75656"	0.00	0.00
"75657"	0.00	0.00
"75659"	0.00	0.00
"75660"	0.00	0.00
"75665"	0.00	0.00
"75667"	0.00	0.00
"75668"	0.00	0.00
"75669"	0.00	0.00
"75671"	0.00	0.00
"75677"	0.00	0.00
"75678"	0.00	0.00
"75686"	0.00	0.00
"75687"	9.00	2.00
"75689"	0.00	0.00
"75690"	0.00	0.00
"75691"	0.00	0.00
"75692"	0.00	0.00
"75695"	0.00	0.00
"75697"	0.00	0.00
"75698"	0.00	0.00
"75704"	0.00	0.00
"75705"	5.00	1.00
"75706"	0.00	0.00
"75710"	0.00	0.00
"75712"	0.00	0.00
"75718"	0.00	0.00
"75721"	0.00	0.00
"75723"	0.00	0.00
"75725"	0.00	0.00
"75729"	0.00	0.00
"75731"	0.00	0.00
"75732"	0.00	0.00
"75734"	0.00	0.00
"75735"	0.00	0.00
"75736"	0.00	0.00
"75739"	0.00	0.00
"75740"	0.00	0.00
"75744"	0.00	0.00
"75746"	0.00	0.00
"75747"	0.00	0.00
"75750"	0.00	0.00
"75751"	0.00	0.00
"75753"	0.00	0.00
"75758"	0.00	0.00
"75761"	0.00	0.00
"75763"	0.00	0.00
"75764"	0.00	0.00
"75766"	0.00	0.00
"75767"	0.00	0.00
"75769"	0.00	0.00
"75770"	0.00	0.00
"75772"	0.00	0.00
"75773"	0.00	0.00
"75775"	0.00	0.00
"75777"	0.00	0.00
"75778"	0.00	0.00
"75782"	0.00	0.00
"75784"	0.00	0.00
"75785"	0.00	0.00
"75786"	0.00	0.00
"75788"	0.00	0.00
"75796"	0.00	0.00
"75799"	0.00	0.00
"75801"	0.00	0.00
"75805"	0.00	0.00
"75811"	0.00	0.00
"75812"	0.00	0.00
"75820"	0.00	0.00
"75823"	0.00	0.00
"75826"	0.00	0.00
"75828"	0.00	0.00
"75829"	0.00	0.00
"75841"	0.00	0.00
"75847"	0.00	0.00
"75859"	0.00	0.00
"75860"	0.00	0.00
"75863"	0.00	0.00
"75869"	0.00	0.00
"75870"	0.00	0.00
"75871"	0.00	0.00
"75886"	0.00	0.00
"75894"	0.00	0.00
"75901"	0.00	0.00
"75905"	0.00	0.00
"75906"	0.00	0.00
"75909"	0.00	0.00
"75914"	0.00	0.00
"75939"	0.00	0.00
"75953"	0.00	0.00
"75956"	0.00	0.00
"75964"	0.00	0.00
"75965"	0.00	0.00
"75973"	0.00	0.00
"75974"	0.00	0.00
"75985"	0.00	0.00
"75986"	0.00	0.00
"75991"	0.00	0.00
"76002"	0.00	0.00
"76007"	0.00	0.00
"76014"	0.00	0.00
"76022"	6.00	14503.00
"76025"	0.00	0.00
"76041"	0.00	0.00
"76044"	0.00	0.00
"76051"	0.00	0.00
